
item=Dwarf remains, id=0, option=[null, null, null, null, Destroy]
item=Broken pickaxe, id=477, option=[null, null, null, null, drop]
item=Broken pickaxe, id=478, option=[null, null, null, null, drop]
item=Broken pickaxe, id=479, option=[null, null, null, null, drop]
item=Bronze pick head, id=480, option=[null, null, null, null, drop]
item=Bronze pick head, id=481, option=[null, null, null, null, drop]
item=Iron pick head, id=482, option=[null, null, null, null, drop]
item=Iron pick head, id=483, option=[null, null, null, null, drop]
item=Steel pick head, id=484, option=[null, null, null, null, drop]
item=Steel pick head, id=485, option=[null, null, null, null, drop]
item=Mithril pick head, id=486, option=[null, null, null, null, drop]
item=Mithril pick head, id=487, option=[null, null, null, null, drop]
item=Adamant pick head, id=488, option=[null, null, null, null, drop]
item=Adamant pick head, id=489, option=[null, null, null, null, drop]
item=Rune pick head, id=490, option=[null, null, null, null, drop]
item=Rune pick head, id=491, option=[null, null, null, null, drop]
item=Axe handle, id=492, option=[null, Wield, null, null, drop]
item=Axe handle, id=493, option=[null, null, null, null, drop]
item=Broken axe, id=494, option=[null, null, null, null, drop]
item=Broken axe, id=495, option=[null, null, null, null, drop]
item=Broken axe, id=496, option=[null, null, null, null, drop]
item=Broken axe, id=497, option=[null, null, null, null, drop]
item=Broken axe, id=498, option=[null, null, null, null, drop]
item=Broken axe, id=499, option=[null, null, null, null, drop]
item=Broken axe, id=500, option=[null, null, null, null, drop]
item=Broken axe, id=501, option=[null, null, null, null, drop]
item=Broken axe, id=502, option=[null, null, null, null, drop]
item=Broken axe, id=503, option=[null, null, null, null, drop]
item=Broken axe, id=504, option=[null, null, null, null, drop]
item=Broken axe, id=505, option=[null, null, null, null, drop]
item=Broken axe, id=506, option=[null, null, null, null, drop]
item=Broken axe, id=507, option=[null, null, null, null, drop]
item=Bronze axe head, id=508, option=[null, null, null, null, drop]
item=Bronze axe head, id=509, option=[null, null, null, null, drop]
item=Iron axe head, id=510, option=[null, null, null, null, drop]
item=Iron axe head, id=511, option=[null, null, null, null, drop]
item=Steel axe head, id=512, option=[null, null, null, null, drop]
item=Steel axe head, id=513, option=[null, null, null, null, drop]
item=Black axe head, id=514, option=[null, null, null, null, drop]
item=Black axe head, id=515, option=[null, null, null, null, drop]
item=Mithril axe head, id=516, option=[null, null, null, null, drop]
item=Mithril axe head, id=517, option=[null, null, null, null, drop]
item=Adamant axe head, id=518, option=[null, null, null, null, drop]
item=Adamant axe head, id=519, option=[null, null, null, null, drop]
item=Rune axe head, id=520, option=[null, null, null, null, drop]
item=Rune axe head, id=521, option=[null, null, null, null, drop]
item=Enchanted beef, id=522, option=[null, null, null, null, drop]
item=Enchanted rat meat, id=523, option=[null, null, null, null, drop]
item=Enchanted bear meat, id=524, option=[null, null, null, null, drop]
item=Enchanted chicken, id=525, option=[null, null, null, null, drop]
item=Bones, id=526, option=[Bury, null, null, null, drop]
item=Bones, id=527, option=[null, null, null, null, drop]
item=Burnt bones, id=528, option=[Bury, null, null, null, drop]
item=Burnt bones, id=529, option=[null, null, null, null, drop]
item=Bat bones, id=530, option=[Bury, null, null, null, drop]
item=Bat bones, id=531, option=[null, null, null, null, drop]
item=Big bones, id=532, option=[Bury, null, null, null, drop]
item=Big bones, id=533, option=[null, null, null, null, drop]
item=Babydragon bones, id=534, option=[Bury, null, null, null, drop]
item=Babydragon bones, id=535, option=[null, null, null, null, drop]
item=Dragon bones, id=536, option=[Bury, null, null, null, drop]
item=Dragon bones, id=537, option=[null, null, null, null, drop]
item=Druid's robe, id=538, option=[null, Wear, null, null, drop]
item=Druid's robe, id=539, option=[null, null, null, null, drop]
item=Druid's robe, id=540, option=[null, Wear, null, null, drop]
item=Druid's robe, id=541, option=[null, null, null, null, drop]
item=Monk's robe, id=542, option=[null, Wear, null, null, drop]
item=Monk's robe, id=543, option=[null, null, null, null, drop]
item=Monk's robe, id=544, option=[null, Wear, null, null, drop]
item=Monk's robe, id=545, option=[null, null, null, null, drop]
item=Shade robe, id=546, option=[null, Wear, null, null, drop]
item=Whoopsie, id=547, option=[null, null, null, null, drop]
item=Shade robe, id=548, option=[null, Wear, null, null, drop]
item=Whoopsie, id=549, option=[null, null, null, null, drop]
item=Newcomer map, id=550, option=[Read, null, null, null, drop]
item=Newcomer map, id=551, option=[null, null, null, null, drop]
item=Ghostspeak amulet, id=552, option=[null, Wear, null, null, drop]
item=Ghost's skull, id=553, option=[null, null, null, null, drop]
item=Fire rune, id=554, option=[null, null, null, null, drop]
item=Water rune, id=555, option=[null, null, null, null, drop]
item=Air rune, id=556, option=[null, null, null, null, drop]
item=Earth rune, id=557, option=[null, null, null, null, drop]
item=Mind rune, id=558, option=[null, null, null, null, drop]
item=Body rune, id=559, option=[null, null, null, null, drop]
item=Death rune, id=560, option=[null, null, null, null, drop]
item=Nature rune, id=561, option=[null, null, null, null, drop]
item=Chaos rune, id=562, option=[null, null, null, null, drop]
item=Law rune, id=563, option=[null, null, null, null, drop]
item=Cosmic rune, id=564, option=[null, null, null, null, drop]
item=Blood rune, id=565, option=[null, null, null, null, drop]
item=Soul rune, id=566, option=[null, null, null, null, drop]
item=Unpowered orb, id=567, option=[null, null, null, null, drop]
item=Unpowered orb, id=568, option=[null, null, null, null, drop]
item=Fire orb, id=569, option=[null, null, null, null, drop]
item=Fire orb, id=570, option=[null, null, null, null, drop]
item=Water orb, id=571, option=[null, null, null, null, drop]
item=Water orb, id=572, option=[null, null, null, null, drop]
item=Air orb, id=573, option=[null, null, null, null, drop]
item=Air orb, id=574, option=[null, null, null, null, drop]
item=Earth orb, id=575, option=[null, null, null, null, drop]
item=Earth orb, id=576, option=[null, null, null, null, drop]
item=Wizard robe, id=577, option=[null, Wear, null, null, drop]
item=Wizard robe, id=578, option=[null, null, null, null, drop]
item=Wizard hat, id=579, option=[null, Wear, null, null, drop]
item=Wizard hat, id=580, option=[null, null, null, null, drop]
item=Black robe, id=581, option=[null, Wear, null, null, drop]
item=Black robe, id=582, option=[null, null, null, null, drop]
item=Bailing bucket, id=583, option=[Bail-with, null, null, null, drop]
item=Bailing bucket, id=584, option=[null, null, null, null, drop]
item=Bailing bucket, id=585, option=[Empty, null, null, null, drop]
item=Bailing bucket, id=586, option=[null, null, null, null, drop]
item=Orb of protection, id=587, option=[null, null, null, null, drop]
item=Orbs of protection, id=588, option=[null, null, null, null, drop]
item=Gnome amulet, id=589, option=[null, Wear, null, null, drop]
item=Tinderbox, id=590, option=[null, null, null, null, drop]
item=Tinderbox, id=591, option=[null, null, null, null, drop]
item=Ashes, id=592, option=[null, null, null, null, drop]
item=Ashes, id=593, option=[null, null, null, null, drop]
item=Lit torch, id=594, option=[Extinguish, null, null, null, drop]
item=Torch, id=595, option=[Extinguish, null, null, null, drop]
item=Unlit torch, id=596, option=[null, null, null, null, drop]
item=Unlit torch, id=597, option=[null, null, null, null, drop]
item=Bronze fire arrows, id=598, option=[null, Wield, null, null, drop]
item=Double helix, id=599, option=[Wear, null, null, null, drop]
item=Astronomy book, id=600, option=[Read, null, null, null, drop]
item=Goblin kitchen key, id=601, option=[null, null, null, null, Destroy]
item=Lens mould, id=602, option=[null, null, null, null, Destroy]
item=Observatory lens, id=603, option=[null, null, null, null, Destroy]
item=Bone shard, id=604, option=[Inspect, null, null, null, drop]
item=Bone key, id=605, option=[null, null, null, null, drop]
item=Stone-plaque, id=606, option=[Read, null, null, null, drop]
item=Tattered scroll, id=607, option=[Read, null, null, null, drop]
item=Crumpled scroll, id=608, option=[Read, null, null, null, drop]
item=Rashiliyia corpse, id=609, option=[null, null, null, null, drop]
item=Zadimus corpse, id=610, option=[Bury, null, null, null, drop]
item=Locating crystal, id=611, option=[Activate, null, null, null, drop]
item=Locating crystal, id=612, option=[null, null, null, null, drop]
item=Locating crystal, id=613, option=[null, null, null, null, drop]
item=Locating crystal, id=614, option=[null, null, null, null, drop]
item=Locating crystal, id=615, option=[null, null, null, null, drop]
item=Beads of the dead, id=616, option=[null, Wear, null, null, Destroy]
item=Coins, id=617, option=[null, null, null, null, drop]
item=Bone beads, id=618, option=[null, null, null, null, drop]
item=Paramaya ticket, id=619, option=[null, null, null, null, drop]
item=Paramaya ticket, id=620, option=[null, null, null, null, drop]
item=Ship ticket, id=621, option=[null, null, null, null, drop]
item=Whoopsie, id=622, option=[null, null, null, null, drop]
item=Sword pommel, id=623, option=[null, null, null, null, drop]
item=Bervirius notes, id=624, option=[Read, null, null, null, drop]
item=Wampum belt, id=625, option=[null, null, null, null, drop]
item=Boots, id=626, option=[null, Wear, null, null, drop]
item=Boots, id=627, option=[null, null, null, null, drop]
item=Boots, id=628, option=[null, Wear, null, null, drop]
item=Boots, id=629, option=[null, null, null, null, drop]
item=Boots, id=630, option=[null, Wear, null, null, drop]
item=Boots, id=631, option=[null, null, null, null, drop]
item=Boots, id=632, option=[null, Wear, null, null, drop]
item=Boots, id=633, option=[null, null, null, null, drop]
item=Boots, id=634, option=[null, Wear, null, null, drop]
item=Boots, id=635, option=[null, null, null, null, drop]
item=Robe top, id=636, option=[null, Wear, null, null, drop]
item=Robe top, id=637, option=[null, null, null, null, drop]
item=Robe top, id=638, option=[null, Wear, null, null, drop]
item=Robe top, id=639, option=[null, null, null, null, drop]
item=Robe top, id=640, option=[null, Wear, null, null, drop]
item=Robe top, id=641, option=[null, null, null, null, drop]
item=Robe top, id=642, option=[null, Wear, null, null, drop]
item=Robe top, id=643, option=[null, null, null, null, drop]
item=Robe top, id=644, option=[null, Wear, null, null, drop]
item=Robe top, id=645, option=[null, null, null, null, drop]
item=Robe bottoms, id=646, option=[null, Wear, null, null, drop]
item=Robe bottoms, id=647, option=[null, null, null, null, drop]
item=Robe bottoms, id=648, option=[null, Wear, null, null, drop]
item=Robe bottoms, id=649, option=[null, null, null, null, drop]
item=Robe bottoms, id=650, option=[null, Wear, null, null, drop]
item=Robe bottoms, id=651, option=[null, null, null, null, drop]
item=Robe bottoms, id=652, option=[null, Wear, null, null, drop]
item=Robe bottoms, id=653, option=[null, null, null, null, drop]
item=Robe bottoms, id=654, option=[null, Wear, null, null, drop]
item=Robe bottoms, id=655, option=[null, null, null, null, drop]
item=Hat, id=656, option=[null, Wear, null, null, drop]
item=Hat, id=657, option=[null, null, null, null, drop]
item=Hat, id=658, option=[null, Wear, null, null, drop]
item=Hat, id=659, option=[null, null, null, null, drop]
item=Hat, id=660, option=[null, Wear, null, null, drop]
item=Hat, id=661, option=[null, null, null, null, drop]
item=Hat, id=662, option=[null, Wear, null, null, drop]
item=Hat, id=663, option=[null, null, null, null, drop]
item=Hat, id=664, option=[null, Wear, null, null, drop]
item=Hat, id=665, option=[null, null, null, null, drop]
item=Portrait, id=666, option=[null, null, null, null, drop]
item=Blurite sword, id=667, option=[null, Wield, null, null, drop]
item=Blurite ore, id=668, option=[null, null, null, null, drop]
item=Specimen jar, id=669, option=[null, null, null, null, drop]
item=Specimen brush, id=670, option=[null, null, null, null, drop]
item=Animal skull, id=671, option=[null, null, null, null, Destroy]
item=Special cup, id=672, option=[null, null, null, null, Destroy]
item=Teddy, id=673, option=[null, null, null, null, Destroy]
item=Cracked sample, id=674, option=[null, null, null, null, drop]
item=Rock pick, id=675, option=[null, null, null, null, drop]
item=Trowel, id=676, option=[null, null, null, null, drop]
item=Panning tray, id=677, option=[null, null, null, Search, drop]
item=Panning tray, id=678, option=[null, Search, null, null, drop]
item=Panning tray, id=679, option=[null, Search, null, null, drop]
item=Nuggets, id=680, option=[null, null, null, null, drop]
item=Ancient talisman, id=681, option=[null, null, null, null, drop]
item=Unstamped letter, id=682, option=[null, null, null, null, drop]
item=Sealed letter, id=683, option=[null, null, null, null, drop]
item=Belt buckle, id=684, option=[null, null, null, null, drop]
item=Old boot, id=685, option=[null, null, null, null, drop]
item=Rusty sword, id=686, option=[null, null, null, null, drop]
item=Broken arrow, id=687, option=[null, null, null, null, drop]
