NPC id=0, name=Hans, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=285, name=Veronica, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=286, name=Professor Oddenstein, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=287, name=Ernest, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=288, name=Chicken, level=0, option=[null, null, null, null, null], anims=[2298, 2297].
NPC id=289, name=Councillor Halgrive, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=290, name=Doctor Orbon, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=291, name=Farmer Brumty, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC (wrapper) id=292, child npcs=[2345, 2377, -1].
NPC (wrapper) id=293, child npcs=[2346, 2378, -1].
NPC (wrapper) id=294, child npcs=[2347, 2379, -1].
NPC (wrapper) id=295, child npcs=[2348, 2380, -1].
NPC id=296, name=Guard, level=21, option=[null, Attack, Pickpocket, null, null], anims=[7222, 7223].
NPC id=297, name=Guard, level=21, option=[null, Attack, Pickpocket, null, null], anims=[7222, 7224].
NPC id=298, name=Guard, level=21, option=[null, Attack, Pickpocket, null, null], anims=[7222, 7223].
NPC id=299, name=Guard, level=21, option=[null, Attack, Pickpocket, null, null], anims=[7217, 7216].
NPC id=300, name=Sedridor, level=0, option=[Talk-to, null, Teleport, null, null], anims=[813, -1].
NPC id=301, name=Twig, level=0, option=[null, null, null, null, null], anims=[-1, -1].
NPC id=302, name=Hadley, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=303, name=Gerald, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=304, name=Almera, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=305, name=Hudon, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=306, name=Golrie, level=0, option=[Talk-to, null, null, null, null], anims=[195, 189].
NPC id=307, name=Hetty, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=308, name=Master fisher, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=309, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=310, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=311, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=312, name=Fishing spot, level=0, option=[Cage, null, Harpoon, hidden, hidden], anims=[447, 448].
NPC id=313, name=Fishing spot, level=0, option=[Net, null, Harpoon, hidden, hidden], anims=[447, 448].
NPC id=314, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=315, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=316, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=317, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=318, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=319, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=320, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=321, name=Fishing spot, level=0, option=[Cage, null, Harpoon, hidden, hidden], anims=[447, 448].
NPC id=322, name=Fishing spot, level=0, option=[Net, null, Harpoon, hidden, hidden], anims=[447, 448].
NPC id=323, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=324, name=Fishing spot, level=0, option=[Cage, null, Harpoon, hidden, hidden], anims=[447, 448].
NPC id=325, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=326, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=327, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=328, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=329, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=330, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=331, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=332, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=333, name=Fishing spot, level=0, option=[Cage, null, Harpoon, hidden, hidden], anims=[447, 448].
NPC id=334, name=Fishing spot, level=0, option=[Net, null, Harpoon, hidden, hidden], anims=[447, 448].
NPC id=335, name=null, level=1, option=[null, null, null, null, null], anims=[808, -1].
NPC id=336, name=Da Vinci, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=337, name=Da Vinci, level=0, option=[Talk-to, null, null, null, null], anims=[1322, -1].
NPC id=338, name=Chancy, level=0, option=[Talk-to, null, null, null, null], anims=[2713, -1].
NPC id=339, name=Chancy, level=0, option=[Talk-to, null, null, null, null], anims=[1322, -1].
NPC id=340, name=Hops, level=0, option=[Talk-to, null, null, null, null], anims=[2712, -1].
NPC id=341, name=Hops, level=0, option=[Talk-to, null, null, null, null], anims=[1322, -1].
NPC id=342, name=Guidor's wife, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=343, name=Guidor, level=0, option=[Talk-to, null, null, null, null], anims=[4780, -1].
NPC id=344, name=Guard, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=345, name=Guard, level=0, option=[Talk-to, null, null, null, null], anims=[4591, -1].
NPC id=346, name=Guard, level=0, option=[Talk-to, null, null, null, null], anims=[4591, -1].
NPC id=347, name=Mourner, level=11, option=[Talk-to, Attack, null, null, null], anims=[813, -1].
NPC id=348, name=Mourner, level=24, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=349, name=Kilron, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=350, name=Omart, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=351, name=Man, level=4, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=352, name=Woman, level=3, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=353, name=Woman, level=4, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=354, name=Woman, level=3, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=355, name=Child, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=356, name=Child, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=357, name=Mourner, level=18, option=[null, Attack, null, null, null], anims=[813, -1].
NPC id=358, name=Priest, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=359, name=Man, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=360, name=Woman, level=4, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=361, name=Woman, level=12, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=362, name=Woman, level=3, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=363, name=Woman, level=14, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=364, name=King Lathas, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=365, name=Paladin, level=59, option=[null, Attack, null, null, null], anims=[808, -1].
NPC id=366, name=Jerico, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=367, name=Chemist, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=368, name=Guard, level=0, option=[Talk-to, null, null, null, null], anims=[813, -1].
NPC id=369, name=Mourner, level=24, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=370, name=Mourner, level=13, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=371, name=Mourner, level=12, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=372, name=Mourner, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=373, name=Nurse Sarah, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=374, name=Ogre, level=63, option=[null, Attack, null, null, null], anims=[357, 358].
NPC id=375, name=Redbeard Frank, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=376, name=Captain Tobias, level=0, option=[Talk-to, null, Pay-fare, null, null], anims=[808, -1].
NPC id=377, name=Seaman Lorris, level=0, option=[Talk-to, null, Pay-fare, null, null], anims=[808, -1].
NPC id=378, name=Seaman Thresnor, level=0, option=[Talk-to, null, Pay-fare, null, null], anims=[808, -1].
NPC id=379, name=Luthas, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=380, name=Customs officer, level=0, option=[Talk-to, null, Pay-Fare, null, null], anims=[808, -1].
NPC (wrapper) id=381, child npcs=[4974, -1].
NPC id=382, name=Dwarf, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=383, name=Stankers, level=0, option=[Talk-to, null, null, null, null], anims=[101, 98].
NPC id=384, name=Barbarian guard, level=0, option=[Talk-to, null, null, null, null], anims=[2065, 2064].
NPC id=385, name=Kharid Scorpion, level=0, option=[Pick-up, null, null, null, null], anims=[6258, 6257].
NPC id=386, name=Kharid Scorpion, level=0, option=[Pick-up, null, null, null, null], anims=[6258, 6257].
NPC id=387, name=Kharid Scorpion, level=0, option=[Pick-up, null, null, null, null], anims=[6258, 6257].
NPC id=388, name=Seer, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=389, name=Thormac, level=0, option=[Talk-to, null, null, null, null], anims=[813, -1].
NPC id=390, name=Big fish, level=0, option=[null, null, null, null, null], anims=[4, -1].
NPC id=391, name=River troll, level=14, option=[null, Attack, null, null, null], anims=[286, 283].
NPC id=392, name=River troll, level=29, option=[null, Attack, null, null, null], anims=[286, 283].
NPC id=393, name=River troll, level=49, option=[null, Attack, null, null, null], anims=[286, 283].
NPC id=394, name=River troll, level=79, option=[null, Attack, null, null, null], anims=[286, 283].
NPC id=395, name=River troll, level=120, option=[null, Attack, null, null, null], anims=[286, 283].
NPC id=396, name=River troll, level=159, option=[null, Attack, null, null, null], anims=[286, 283].
NPC id=397, name=Cow, level=2, option=[null, Attack, null, null, null], anims=[5852, 5848].
NPC id=398, name=Legends guard, level=0, option=[Talk-to, null, null, null, null], anims=[813, -1].
NPC id=399, name=Legends guard, level=0, option=[Talk-to, null, null, null, null], anims=[813, -1].
NPC id=400, name=Radimus Erkle, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=401, name=Jungle forester, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=402, name=Jungle forester, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=403, name=Fishing spot, level=0, option=[Lure, null, Bait, hidden, hidden], anims=[456, -1].
NPC id=404, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[456, -1].
NPC id=405, name=Fishing spot, level=0, option=[Cage, null, Harpoon, hidden, hidden], anims=[456, -1].
NPC id=406, name=Fishing spot, level=0, option=[Net, null, Harpoon, hidden, hidden], anims=[456, -1].
NPC id=407, name=Strange plant, level=0, option=[Pick, null, null, null, null], anims=[349, -1].
NPC id=408, name=Strange plant, level=0, option=[null, Attack, null, null, null], anims=[352, 356].
NPC id=409, name=Genie, level=0, option=[Talk-to, null, null, null, null], anims=[792, 792].
NPC id=410, name=Mysterious Old Man, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=411, name=Swarm, level=0, option=[null, null, null, null, null], anims=[0, 0].
NPC id=412, name=Bat, level=6, option=[null, Attack, null, null, null], anims=[4914, 4913].
NPC id=413, name=Rock Golem, level=14, option=[null, Attack, null, null, null], anims=[155, 152].
NPC id=414, name=Rock Golem, level=29, option=[null, Attack, null, null, null], anims=[155, 152].
NPC id=415, name=Rock Golem, level=49, option=[null, Attack, null, null, null], anims=[155, 152].
NPC id=416, name=Rock Golem, level=79, option=[null, Attack, null, null, null], anims=[155, 152].
NPC id=417, name=Rock Golem, level=120, option=[null, Attack, null, null, null], anims=[155, 152].
NPC id=418, name=Rock Golem, level=159, option=[null, Attack, null, null, null], anims=[155, 152].
NPC id=419, name=Zombie, level=14, option=[null, Attack, null, null, null], anims=[5572, -1].
NPC id=420, name=Zombie, level=29, option=[null, Attack, null, null, null], anims=[5572, -1].
NPC id=421, name=Zombie, level=49, option=[null, Attack, null, null, null], anims=[5572, -1].
NPC id=422, name=Zombie, level=79, option=[null, Attack, null, null, null], anims=[5572, -1].
NPC id=423, name=Zombie, level=120, option=[null, Attack, null, null, null], anims=[5572, -1].
NPC id=424, name=Zombie, level=159, option=[null, Attack, null, null, null], anims=[5572, -1].
NPC id=425, name=Shade, level=14, option=[null, Attack, null, null, null], anims=[15, 13].
NPC id=426, name=Shade, level=29, option=[null, Attack, null, null, null], anims=[15, 13].
NPC id=427, name=Shade, level=49, option=[null, Attack, null, null, null], anims=[15, 13].
NPC id=428, name=Shade, level=79, option=[null, Attack, null, null, null], anims=[15, 13].
NPC id=429, name=Shade, level=120, option=[null, Attack, null, null, null], anims=[15, 13].
NPC id=430, name=Shade, level=159, option=[null, Attack, null, null, null], anims=[15, 13].
NPC (wrapper) id=431, child npcs=[4544, -1, 4544, -1, 4544, -1, 4544, -1, 4544, -1, 4544, -1, 4544, -1, 4544, -1].
NPC id=432, name=Cyrisus, level=138, option=[null, hidden, null, null, null], anims=[808, -1].
NPC id=433, name=Cyrisus, level=138, option=[null, hidden, null, null, null], anims=[808, -1].
NPC id=434, name=Cyrisus, level=138, option=[null, hidden, null, null, null], anims=[808, -1].
NPC id=435, name=Fallen Man, level=0, option=[Talk-to, null, Inspect, null, null], anims=[6280, 6280].
NPC id=436, name=Fallen Man, level=0, option=[Talk-to, null, Inspect, null, null], anims=[6282, 6282].
NPC id=437, name=Cap'n Izzy No-Beard, level=0, option=[Talk-to, null, Pay, null, null], anims=[808, -1].
NPC id=438, name=Tree spirit, level=14, option=[null, Attack, null, null, null], anims=[96, 93].
NPC id=439, name=Tree spirit, level=29, option=[null, Attack, null, null, null], anims=[96, 93].
NPC id=440, name=Tree spirit, level=49, option=[null, Attack, null, null, null], anims=[96, 93].
NPC id=441, name=Tree spirit, level=79, option=[null, Attack, null, null, null], anims=[96, 93].
NPC id=442, name=Tree spirit, level=120, option=[null, Attack, null, null, null], anims=[96, 93].
NPC id=443, name=Tree spirit, level=159, option=[null, Attack, null, null, null], anims=[96, 93].
NPC id=444, name=Goblin, level=5, option=[Talk-to, Attack, null, null, null], anims=[6181, 6180].
NPC id=445, name=Goblin, level=5, option=[null, Attack, null, null, null], anims=[6186, 6187].
NPC id=446, name=Giant rat, level=3, option=[null, Attack, null, null, null], anims=[4932, 4931].
NPC id=447, name=Jail guard, level=26, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=448, name=Jail guard, level=26, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=449, name=Jail guard, level=26, option=[Talk-to, Attack, null, null, null], anims=[808, -1].
NPC id=450, name=Gull, level=0, option=[null, null, null, null, null], anims=[6771, 6773].
NPC id=451, name=Gull, level=0, option=[null, null, null, null, null], anims=[6771, 6773].
NPC id=452, name=Seth Groats, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=453, name=Suit of armour, level=19, option=[null, Attack, null, null, null], anims=[-1, -1].
